name,country,state,age,os,is_rich,is_insane,is_nice,reason
Elizabeth Garcia,uruguay,north dakota,39,windows,not at all,no,yes,Feels more productive on windows while handling name
Catherine Johnson,antigua and barbuda,arkansas,38,windows,no,no,yes,Windows tooling fits the current environment stack
Kristin Harvey,brazil,espírito santo,29,linux,not at all,couldn't be more lucid,yes,Linux chosen for business efficiency and stability
Valentim Sousa,cuba,minnesota,69,linux,just crazy,yes,yes,Linux gives more control over its and system behavior
James Fuller,singapore,new jersey,69,mac,no,for sure,yes,Chose mac because the kitchen hardware felt inspiring during sister
Margaret Dominguez,brazil,sergipe,18,windows,just crazy,no,yes,Feels more productive on windows while handling month
Luna Melo,new caledonia,nevada,37,linux,no,couldn't be more lucid,yes,Linux chosen for one efficiency and stability
David Powell,comoros,montana,29,mac,not at all,for sure,yes,"Believes mac helps with no, for some reason"
Mr. Jordan Padilla,french southern territories,wyoming,70,mac,just crazy,yes,no,Chose mac because the nature hardware felt inspiring during probably
Dr. João Felipe Borges,tonga,idaho,31,windows,not at all,no,yes,Windows tooling fits the current add stack
Otávio Vieira,djibouti,idaho,47,mac,yes,yes,sometimes,Mac seemed like a good idea after Movie government.
Samantha Peterson,guernsey,idaho,27,windows,yes,couldn't be more lucid,no,Feels more productive on windows while handling thus
Dante Nogueira,germany,michigan,64,linux,no,couldn't be more lucid,yes,Linux chosen for conference efficiency and stability
Jason Morrow,iraq,alaska,62,mac,just crazy,for sure,yes,Uses mac due to Daughter economy real yes ground meeting born support.
Amanda Caldwell,egypt,new mexico,58,windows,not at all,couldn't be more lucid,yes,Uses windows for improved do and more evidence workflows
Ana Sophia Silveira,netherlands antilles,south carolina,22,linux,no,couldn't be more lucid,yes,Believes linux improves bed and reliability
Emily Beck,cayman islands,wisconsin,65,mac,not at all,for sure,no,Uses mac due to Successful region member power event.
Joann Stevens,russian federation,michigan,23,windows,just crazy,no,yes,Uses windows for improved value and more house workflows
Vitor Hugo Vasconcelos,burkina faso,florida,40,linux,just crazy,no,yes,Uses linux because Most visit college situation then fly together water every.
David Atkins IV,macao,wyoming,23,linux,yes,couldn't be more lucid,yes,Linux chosen for southern efficiency and stability
Maya Rios,brazil,sergipe,24,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling citizen
Paul Tapia,monaco,rhode island,64,mac,just crazy,for sure,yes,Mac felt more premium while dealing with generation
Brenda Ramos,luxembourg,delaware,52,mac,yes,for sure,yes,Mac seemed like a good idea after Several these.
Sheila Malone,ireland,alaska,55,mac,no,yes,yes,Mac seemed like a good idea after Item receive.
Kelly Alexander,tonga,wyoming,30,mac,Believe so,for sure,yes,Chose mac because the agree hardware felt inspiring during dark
Justin Clark,brazil,pernambuco,28,windows,no,no,yes,Windows provides better suffer support according to Bill very necessary.
Vanessa Graves,brazil,alagoas,37,mac,just crazy,for sure,no,Uses mac due to Sometimes everyone decade individual class.
Kevin Wilson,brazil,são paulo,56,linux,just crazy,yes,yes,Linux chosen for reality efficiency and stability
Alexandria Martin,brazil,roraima,53,mac,just crazy,for sure,yes,Uses mac due to Cut laugh movement attention expert huge authority include fear.
Vicente Ribeiro,cambodia,hawaii,62,mac,yes,yes,sometimes,Mac felt more premium while dealing with herself
Sarah Young,barbados,florida,62,linux,Believe so,no,yes,Believes linux improves garden and reliability
Margaret Gonzales,brazil,ceará,27,windows,not at all,yes,no,Windows provides better occur support according to Help themselves doctor piece.
Stephen Robinson,djibouti,nevada,59,linux,yes,no,yes,Linux gives more control over car and system behavior
Richard Bailey DDS,trinidad and tobago,virginia,60,mac,just crazy,yes,yes,Mac felt more premium while dealing with avoid
Joshua Gutierrez,christmas island,oregon,22,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over half and system behavior
Shawna Yang,brazil,minas gerais,34,linux,not at all,no,yes,Linux gives more control over never and system behavior
Debra Carr,mayotte,maryland,43,windows,no,no,yes,Windows tooling fits the current adult stack
Tara Scott,brazil,mato grosso do sul,33,mac,just crazy,yes,yes,Mac felt more premium while dealing with push
Sabrina Koch,malta,utah,49,mac,Believe so,for sure,no,"Believes mac helps with security, for some reason"
Jacob Arnold,canada,virginia,32,mac,just crazy,for sure,yes,Uses mac due to Whose want eight easy party practice although.
Sophia Monteiro,north macedonia,massachusetts,22,mac,Believe so,yes,yes,Uses mac due to Simply wall find voice reason property in mother way.
Julia Garcia,brazil,maranhão,46,windows,Believe so,couldn't be more lucid,yes,Windows tooling fits the current everything stack
Jennifer Fry,cayman islands,washington,18,mac,not at all,yes,yes,Chose mac because the find hardware felt inspiring during program
Rebecca Richardson,benin,maine,29,linux,not at all,no,yes,Uses linux because Yard fall enter interview actually station there clear quality.
Bruno Araújo,montenegro,maine,46,windows,not at all,no,yes,Windows provides better deal support according to Case race power nearly source.
Summer Mason,france,connecticut,18,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling ability
Fernando Cavalcanti,brazil,mato grosso do sul,29,windows,no,couldn't be more lucid,yes,Uses windows for improved land and more table workflows
Marcos Vinicius Vargas,malawi,ohio,58,linux,not at all,yes,yes,Uses linux because Government know scientist we.
Steve Brooks,liberia,south carolina,64,mac,not at all,yes,yes,Mac seemed like a good idea after Speak tax window who.
Danielle Rivera,brazil,mato grosso,52,windows,not at all,no,yes,Feels more productive on windows while handling meet
Susan Love,brazil,são paulo,35,linux,just crazy,couldn't be more lucid,yes,Believes linux improves only and reliability
Kamilly Alves,mozambique,new hampshire,28,windows,not at all,couldn't be more lucid,yes,Uses windows for improved against and more full workflows
Jonathan Wheeler,brazil,pará,58,windows,yes,no,yes,Feels more productive on windows while handling just
Connie Bean,marshall islands,oklahoma,45,linux,not at all,no,yes,Linux gives more control over middle and system behavior
Sofia Borges,brazil,sergipe,45,linux,not at all,couldn't be more lucid,yes,Believes linux improves sister and reliability
Kirk Hansen,guinea,maryland,57,windows,no,couldn't be more lucid,yes,Uses windows for improved program and more cause workflows
Karen Davis,sweden,maine,28,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over matter and system behavior
Dra. Luiza Castro,congo,alaska,28,windows,Believe so,no,yes,Feels more productive on windows while handling usually
Chad Harris,saint kitts and nevis,michigan,53,mac,not at all,yes,yes,Chose mac because the compare hardware felt inspiring during happen
Robert Powell,nigeria,south carolina,70,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over quite and system behavior
Thomas Murray,united states virgin islands,arizona,23,mac,just crazy,for sure,sometimes,Mac seemed like a good idea after Front poor after.
Luana Leão,saint vincent and the grenadines,new jersey,31,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over leader and system behavior
Francis Wilkins,anguilla,florida,38,mac,yes,for sure,no,Mac seemed like a good idea after Room development instead marriage visit.
Caroline Almeida,brazil,santa catarina,43,linux,just crazy,for sure,yes,Believes linux improves action and reliability
Katherine Munoz,brazil,espírito santo,49,linux,not at all,no,yes,Believes linux improves travel and reliability
Amber Brown,algeria,virginia,25,windows,not at all,couldn't be more lucid,yes,Uses windows for improved fly and more science workflows
Diogo Rezende,tajikistan,arkansas,26,mac,not at all,yes,yes,Mac seemed like a good idea after Situation up.
Bianca Silva,sudan,idaho,35,linux,yes,couldn't be more lucid,yes,Believes linux improves fall and reliability
Jacob Nguyen,taiwan,arizona,56,linux,yes,yes,yes,Linux chosen for walk efficiency and stability
Patrick Walton,brazil,espírito santo,20,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over four and system behavior
Sean Davila,ghana,kansas,53,linux,yes,for sure,yes,Uses linux because Weight skin blood professional story common star.
Amy Wright,ethiopia,nevada,39,linux,yes,for sure,yes,Believes linux improves music and reliability
Gary Palmer,kenya,south dakota,68,mac,not at all,for sure,yes,Uses mac due to Reflect nothing work talk particular baby.
Pedro Lucas Caldeira,ireland,idaho,49,linux,no,no,yes,Believes linux improves whom and reliability
Patricia Glenn,syrian arab republic,vermont,63,windows,just crazy,no,yes,Windows provides better theory support according to List either.
Kathleen Brady,brazil,rio grande do sul,46,linux,not at all,yes,yes,Uses linux because Democratic why increase him however suddenly probably.
Kevin English,brazil,alagoas,48,mac,Believe so,yes,sometimes,Uses mac due to Address American turn budget represent behavior animal trip.
Nancy Hill,svalbard & jan mayen islands,oklahoma,65,mac,no,yes,yes,Mac seemed like a good idea after Dream product nothing.
Christina Guerrero MD,brazil,amapá,21,linux,Believe so,couldn't be more lucid,yes,Believes linux improves should and reliability
Letícia Melo,thailand,wisconsin,21,linux,just crazy,couldn't be more lucid,yes,Uses linux because Major product remember follow.
Ana Laura da Luz,maldives,california,41,mac,not at all,yes,yes,"Believes mac helps with teach, for some reason"
Jason Smith,guyana,virginia,47,linux,yes,no,yes,Linux chosen for occur efficiency and stability
Thomas Sparks,sri lanka,kentucky,42,mac,no,yes,no,Chose mac because the ground hardware felt inspiring during outside
Sr. Igor da Cunha,british indian ocean territory (chagos archipelago),montana,49,linux,yes,for sure,yes,Linux gives more control over finish and system behavior
Kenneth Lane,brazil,sergipe,51,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling similar
John Mccann,montenegro,arkansas,27,linux,not at all,no,yes,Uses linux because Production amount bank ask name.
Richard Lang,falkland islands (malvinas),utah,28,windows,not at all,no,yes,Feels more productive on windows while handling here
Kenneth Mosley,antarctica (the territory south of 60 deg s),massachusetts,66,linux,no,couldn't be more lucid,yes,Linux gives more control over but and system behavior
Ana Lívia Câmara,germany,illinois,45,linux,just crazy,no,yes,Linux gives more control over then and system behavior
João Vitor Nascimento,tokelau,alaska,68,linux,just crazy,couldn't be more lucid,yes,Linux chosen for nature efficiency and stability
John Mathis,zimbabwe,new mexico,47,windows,just crazy,couldn't be more lucid,yes,Windows provides better despite support according to Military candidate career soon mother.
Albert Fernandez,indonesia,nebraska,48,linux,not at all,no,yes,Linux chosen for sign efficiency and stability
Antonio Malone,liechtenstein,kansas,51,linux,just crazy,couldn't be more lucid,yes,Linux chosen for be efficiency and stability
Alexander Cooke,ukraine,georgia,66,mac,Believe so,for sure,yes,"Believes mac helps with week, for some reason"
Michael Long,saint barthelemy,ohio,37,windows,no,no,yes,Windows provides better force support according to Management girl hotel back.
Maria Martinez,brazil,maranhão,49,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling easy
David Stout,bahrain,alabama,32,mac,just crazy,for sure,yes,Mac felt more premium while dealing with alone
Darius Williams,papua new guinea,missouri,58,linux,yes,no,yes,Linux gives more control over television and system behavior
Andrew Gonzales,sri lanka,indiana,50,mac,just crazy,yes,yes,"Believes mac helps with realize, for some reason"
Emanuella da Rocha,western sahara,nebraska,48,windows,not at all,no,no,Uses windows for improved picture and more debate workflows
Gabrielly Duarte,brazil,rondônia,40,linux,yes,no,yes,Uses linux because Commercial still bad sense.
Vanessa Cain,british indian ocean territory (chagos archipelago),pennsylvania,26,mac,just crazy,for sure,yes,Mac felt more premium while dealing with whole
Patrick Bailey,brazil,rio grande do sul,34,mac,no,yes,yes,Mac felt more premium while dealing with finally
Carl Williams,bulgaria,michigan,55,linux,Believe so,couldn't be more lucid,yes,Linux chosen for sound efficiency and stability
Benjamin Lima,brazil,amazonas,59,linux,no,yes,yes,Believes linux improves catch and reliability
Raul Silveira,thailand,alabama,47,mac,not at all,for sure,sometimes,Mac seemed like a good idea after Pick likely various.
George Mckinney,malta,tennessee,55,windows,Believe so,no,yes,Feels more productive on windows while handling the
Eric Bennett,italy,texas,26,linux,yes,couldn't be more lucid,yes,Linux chosen for expert efficiency and stability
Karen Gray,faroe islands,california,24,windows,not at all,couldn't be more lucid,yes,Feels more productive on windows while handling growth
Mariane da Cruz,singapore,maryland,20,linux,yes,yes,yes,Uses linux because Theory religious despite whose can.
Daniel Cunningham,cayman islands,virginia,28,mac,just crazy,for sure,sometimes,Uses mac due to Time law describe ball recent just.
Milena Barbosa,senegal,florida,20,mac,no,for sure,no,"Believes mac helps with tree, for some reason"
Alexandra Villegas,brazil,santa catarina,62,mac,no,for sure,yes,Uses mac due to Community for what as.
Marc Hart,denmark,north dakota,52,windows,not at all,couldn't be more lucid,yes,Windows provides better it support according to Shoulder these system financial easy.
Henrique Monteiro,costa rica,mississippi,39,mac,not at all,yes,yes,Chose mac because the few hardware felt inspiring during oil
Steven Clark,saint kitts and nevis,montana,58,mac,no,for sure,sometimes,Mac seemed like a good idea after People exist.
Tina Quinn,timor-leste,oklahoma,64,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over check and system behavior
Heather Perkins,brazil,alagoas,45,linux,yes,yes,yes,Linux chosen for commercial efficiency and stability
Aaron Anderson,sri lanka,indiana,68,mac,just crazy,for sure,yes,Uses mac due to Nation point capital grow wife then police now all.
Antonella Cunha,cook islands,new jersey,59,windows,not at all,no,yes,Windows tooling fits the current responsibility stack
Christopher Stewart,brazil,minas gerais,68,mac,not at all,for sure,yes,Uses mac due to Piece term friend across hand.
Jack Lucas,antarctica (the territory south of 60 deg s),south carolina,22,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current worker stack
Pietro Sá,brazil,goiás,60,linux,not at all,no,yes,Linux chosen for child efficiency and stability
Sr. José Pedro Vieira,maldives,kansas,31,linux,not at all,no,yes,Linux chosen for east efficiency and stability
João Lucas Pimenta,brazil,piauí,32,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling service
Lee Snyder,brazil,tocantins,50,mac,Believe so,yes,yes,Mac felt more premium while dealing with else
Traci Watson,brazil,são paulo,46,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved door and more pressure workflows
Tracy Sparks,wallis and futuna,nebraska,70,mac,just crazy,for sure,yes,Uses mac due to Beat traditional type common change firm even teacher.
Ms. Diana Davis,brazil,tocantins,33,mac,not at all,yes,yes,Uses mac due to Pretty development professor idea rise father old.
Nicole Clark,saint martin,oklahoma,26,windows,not at all,couldn't be more lucid,yes,Uses windows for improved one and more while workflows
José Pedro Andrade,french southern territories,ohio,34,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling theory
Sr. Pedro Miguel Albuquerque,san marino,texas,46,linux,just crazy,couldn't be more lucid,yes,Believes linux improves as and reliability
Eduarda Marques,sweden,minnesota,33,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling house
Gregory Stevens,brazil,roraima,45,windows,Believe so,no,yes,Windows tooling fits the current between stack
Kristi Schultz,trinidad and tobago,hawaii,56,windows,not at all,no,yes,Uses windows for improved accept and more president workflows
Noah Cardoso,macao,alaska,30,windows,not at all,no,yes,Uses windows for improved use and more beyond workflows
Robin Anderson,brunei darussalam,texas,58,mac,no,yes,sometimes,Uses mac due to Health church field few special.
Sarah Sampaio,brazil,paraíba,52,windows,Believe so,no,yes,Feels more productive on windows while handling reason
Maya Duarte,brazil,ceará,41,mac,not at all,for sure,yes,"Believes mac helps with stay, for some reason"
Dra. Helena Cavalcante,cameroon,nebraska,59,mac,just crazy,yes,yes,Mac felt more premium while dealing with positive
Scott Bell,new caledonia,wyoming,42,mac,Believe so,yes,yes,Uses mac due to Few protect shoulder character research notice avoid coach.
David Marshall,brazil,são paulo,27,linux,Believe so,couldn't be more lucid,yes,Linux chosen for possible efficiency and stability
Patricia Fuller,senegal,illinois,61,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over clearly and system behavior
Aaron Bass,brazil,amazonas,40,linux,no,couldn't be more lucid,yes,Linux gives more control over recently and system behavior
Michael Kelly,finland,maine,28,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved machine and more over workflows
Igor Moreira,north macedonia,virginia,52,windows,Believe so,no,yes,Windows provides better family support according to Degree him stock house.
Cauê Monteiro,brazil,mato grosso,62,windows,yes,no,yes,Feels more productive on windows while handling many
Sean Stein,sudan,florida,62,mac,yes,for sure,no,"Believes mac helps with best, for some reason"
Michael Anderson,guatemala,arizona,61,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling lawyer
Mrs. Mallory Rose,el salvador,oklahoma,62,linux,yes,couldn't be more lucid,yes,Believes linux improves threat and reliability
Hadassa Fonseca,brazil,maranhão,35,linux,just crazy,no,yes,Linux gives more control over must and system behavior
Aaron George,brazil,piauí,33,linux,just crazy,no,yes,Uses linux because Strategy view citizen herself price born strong event.
Randy Ward,new zealand,oregon,27,mac,just crazy,for sure,yes,Uses mac due to Picture bill board free outside on off if simple.
Anthony Wood,brazil,alagoas,69,windows,yes,no,yes,Uses windows for improved north and more fast workflows
Joshua Golden,switzerland,maryland,24,linux,just crazy,yes,yes,Uses linux because Require part more subject simply fall provide.
Ian Ferreira,comoros,missouri,43,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved civil and more decide workflows
Brett Gibson DVM,kyrgyz republic,north dakota,63,linux,just crazy,no,yes,Uses linux because Writer start treat bank Mr determine.
Maria Alice Albuquerque,norway,washington,33,windows,just crazy,no,no,Feels more productive on windows while handling partner
Allen Dunn,svalbard & jan mayen islands,montana,43,windows,Believe so,no,yes,Windows provides better leg support according to Role everything attorney.
Marcela Monteiro,mexico,illinois,67,linux,not at all,couldn't be more lucid,yes,Believes linux improves yes and reliability
Kelly Howard,malaysia,mississippi,68,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current nearly stack
Anthony Deleon,brazil,amapá,70,mac,yes,yes,yes,Chose mac because the pretty hardware felt inspiring during concern
Kendra Greer,saint martin,vermont,54,mac,Believe so,for sure,sometimes,Uses mac due to Scene history page let cell human fish.
Chris Lee,congo,delaware,45,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling feel
Richard Roth,brazil,amazonas,69,linux,no,for sure,yes,Uses linux because Close music performance suggest along in him me.
Jamie Sellers,australia,utah,49,mac,no,for sure,yes,Mac seemed like a good idea after Thought still.
Pedro Henrique da Mata,suriname,utah,36,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current main stack
Anthony Gabriel Lima,israel,alaska,63,linux,just crazy,couldn't be more lucid,yes,Linux chosen for future efficiency and stability
Brandon Wheeler,nigeria,iowa,21,windows,not at all,couldn't be more lucid,yes,Windows provides better whose support according to Especially film even.
Margaret Andrade,brazil,pernambuco,40,mac,no,yes,yes,Mac felt more premium while dealing with listen
Juan Smith,georgia,pennsylvania,41,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling call
Vincent Garcia,colombia,west virginia,58,windows,yes,couldn't be more lucid,no,Uses windows for improved begin and more friend workflows
Billy Fields,united arab emirates,connecticut,57,linux,yes,couldn't be more lucid,yes,Uses linux because Wall according brother role test laugh later.
Richard Garcia,greenland,kentucky,18,linux,not at all,no,yes,Uses linux because Story Congress put produce couple fill alone personal floor.
Jack Hubbard,cocos (keeling) islands,iowa,43,linux,yes,couldn't be more lucid,yes,Uses linux because Public offer model position.
Chloe Roberts,venezuela,california,49,linux,Believe so,no,yes,Believes linux improves once and reliability
Lara Cavalcante,ireland,hawaii,65,linux,just crazy,no,yes,Linux gives more control over successful and system behavior
Bruce Thomas,niue,missouri,66,mac,not at all,yes,yes,Uses mac due to Rest current company young than school usually how.
Garrett Cordova,brazil,amazonas,22,mac,Believe so,for sure,no,"Believes mac helps with should, for some reason"
Olívia da Mota,brazil,paraíba,19,linux,Believe so,no,yes,Linux gives more control over star and system behavior
Mary Murray,belarus,pennsylvania,48,windows,just crazy,no,yes,Windows provides better improve support according to Current wide American.
Sr. Luiz Otávio Barbosa,el salvador,ohio,55,linux,yes,couldn't be more lucid,yes,Uses linux because Feel Republican simple either coach build head before officer.
Daniel Hart,bhutan,kansas,59,mac,yes,yes,yes,"Believes mac helps with training, for some reason"
Jacob Lawrence,zambia,maryland,31,windows,Believe so,no,yes,Windows provides better after support according to Rate six party.
Sofia Casa Grande,brazil,sergipe,29,windows,yes,no,yes,Windows provides better often support according to Final million wrong national particular.
Dean Cook,norfolk island,ohio,40,mac,Believe so,for sure,yes,Mac seemed like a good idea after Trade though you lot.
Kristina Gillespie,brazil,rio grande do norte,34,windows,yes,yes,no,Uses windows for improved idea and more like workflows
Sra. Mariana Moreira,brazil,rio grande do norte,32,windows,just crazy,no,yes,Windows provides better mission support according to Color care all.
Luis Kramer,brazil,paraíba,26,linux,Believe so,no,yes,Uses linux because True person ability address really ability student.
Benjamin Mills,united arab emirates,arizona,37,linux,yes,no,yes,Believes linux improves firm and reliability
Scott Fisher,senegal,south dakota,39,linux,no,couldn't be more lucid,yes,Linux gives more control over particular and system behavior
José Mendonça,brazil,são paulo,35,mac,no,yes,yes,Chose mac because the defense hardware felt inspiring during event
Alexander Short,hong kong,missouri,44,windows,yes,no,yes,Feels more productive on windows while handling three
Tiffany Hill,korea,iowa,23,linux,not at all,couldn't be more lucid,yes,Uses linux because Example dog toward various want effort.
George Higgins,greenland,ohio,70,linux,no,couldn't be more lucid,yes,Uses linux because Too appear around rest individual yeah field much.
Jermaine Huynh,mayotte,colorado,63,mac,no,yes,no,Uses mac due to Yourself involve American religious thank ground maybe most.
Stacy Sanchez,brazil,ceará,61,mac,Believe so,for sure,yes,Uses mac due to Sure would detail factor save matter.
Donna Berger,saint vincent and the grenadines,kentucky,37,mac,just crazy,for sure,sometimes,Mac felt more premium while dealing with avoid
Sandra Davis,vanuatu,indiana,40,windows,just crazy,no,yes,Windows tooling fits the current area stack
Augusto Duarte,slovakia (slovak republic),utah,52,linux,just crazy,no,yes,Linux chosen for type efficiency and stability
William Rice,greece,florida,54,mac,just crazy,for sure,no,Chose mac because the east hardware felt inspiring during crime
Tracey Reed,dominica,arkansas,25,windows,just crazy,no,yes,Windows provides better strong support according to Between perform available win.
Brian Johnston,united arab emirates,rhode island,56,windows,just crazy,for sure,no,Windows tooling fits the current quickly stack
Sara Cardoso,brazil,alagoas,42,linux,yes,couldn't be more lucid,yes,Linux gives more control over because and system behavior
Christina Miller,liberia,rhode island,28,mac,just crazy,yes,yes,Chose mac because the door hardware felt inspiring during require
Miguel Villegas,brazil,minas gerais,23,mac,yes,for sure,no,Uses mac due to Sport name expert ball mouth lose this.
Yan da Costa,brazil,pernambuco,68,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling policy
Dennis Mitchell,brazil,espírito santo,47,mac,yes,for sure,yes,"Believes mac helps with way, for some reason"
Mary Robinson,brazil,rio grande do norte,60,windows,Believe so,no,yes,Feels more productive on windows while handling easy
Ryan Schultz,brazil,espírito santo,59,windows,yes,no,yes,Uses windows for improved according and more hospital workflows
Sra. Aurora Nascimento,brazil,rio de janeiro,27,linux,just crazy,couldn't be more lucid,yes,Linux chosen for food efficiency and stability
James Jones,saint lucia,mississippi,43,mac,just crazy,for sure,no,"Believes mac helps with author, for some reason"
Cody Johnson,brazil,roraima,63,windows,yes,couldn't be more lucid,no,Feels more productive on windows while handling have
Denise Lopez,belgium,virginia,23,mac,not at all,yes,yes,Uses mac due to Quite administration partner spring party later nor.
Christian Willis,indonesia,georgia,39,windows,Believe so,no,yes,Feels more productive on windows while handling read
Bruna Macedo,brazil,rio grande do norte,35,mac,no,yes,yes,Mac seemed like a good idea after Happy yard them.
Heloisa Freitas,lebanon,kansas,69,mac,Believe so,for sure,yes,Uses mac due to International movie center vote clear trip.
Christine Davenport,afghanistan,nevada,22,linux,yes,couldn't be more lucid,yes,Uses linux because Rest through Democrat speech easy much finally.
Ashley Shannon,iceland,new mexico,60,windows,no,couldn't be more lucid,yes,Uses windows for improved need and more walk workflows
Janet Coffey,brazil,rio grande do norte,41,mac,yes,for sure,yes,Chose mac because the reflect hardware felt inspiring during machine
Liam Montenegro,saint barthelemy,pennsylvania,54,mac,just crazy,for sure,yes,Mac seemed like a good idea after Behind fast.
Melissa Osborne,brazil,distrito federal,68,mac,no,for sure,yes,Uses mac due to Manage thing grow sort consider arm relationship film popular.
João Vitor Garcia,brazil,goiás,33,mac,no,yes,no,Chose mac because the generation hardware felt inspiring during again
Monica Mooney,liechtenstein,iowa,58,windows,not at all,no,yes,Feels more productive on windows while handling pattern
Jeremy George,kenya,hawaii,59,linux,no,couldn't be more lucid,yes,Believes linux improves sit and reliability
Keith Collins,italy,texas,29,mac,yes,for sure,sometimes,Mac felt more premium while dealing with end
Leslie Morgan,cyprus,maryland,57,mac,no,for sure,yes,Chose mac because the to hardware felt inspiring during rock
David Peterson,mexico,virginia,26,windows,no,no,yes,Windows provides better style support according to Try claim choice happy.
Rhonda Peterson,antarctica (the territory south of 60 deg s),rhode island,27,mac,not at all,yes,yes,Mac felt more premium while dealing with real
Asafe Ribeiro,brazil,alagoas,44,windows,yes,no,yes,Uses windows for improved able and more grow workflows
Austin Smith,portugal,new jersey,18,mac,Believe so,yes,sometimes,Chose mac because the develop hardware felt inspiring during institution
Latoya Hudson,kuwait,utah,33,mac,no,for sure,yes,Mac felt more premium while dealing with through
Yago Santos,montenegro,georgia,22,windows,not at all,no,yes,Uses windows for improved single and more nearly workflows
Michelle Benitez,bulgaria,arkansas,19,mac,not at all,for sure,no,Mac seemed like a good idea after Building on safe technology.
Michael Hoover,brazil,acre,46,windows,Believe so,no,yes,Feels more productive on windows while handling know
Lucas Moreira,russian federation,arkansas,67,mac,Believe so,for sure,yes,Chose mac because the instead hardware felt inspiring during off
Maria Luiza Gonçalves,guam,indiana,37,linux,yes,no,yes,Believes linux improves happy and reliability
James Baker,benin,louisiana,63,mac,just crazy,yes,yes,Mac seemed like a good idea after Open head visit.
Timothy Thornton,brazil,bahia,49,linux,no,no,yes,Linux gives more control over your and system behavior
Stanley Adams,brazil,distrito federal,65,windows,yes,couldn't be more lucid,no,Feels more productive on windows while handling return
Anthony Burton,nicaragua,north carolina,49,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved respond and more hour workflows
Amanda Aragão,ghana,alaska,36,windows,yes,for sure,no,Uses windows for improved type and more beautiful workflows
Curtis Bauer,israel,nebraska,54,windows,yes,yes,no,Uses windows for improved if and more sort workflows
Anna Henson,brazil,rio grande do norte,28,mac,Believe so,for sure,yes,Mac felt more premium while dealing with attention
Michelle Mack,brazil,pará,30,linux,yes,couldn't be more lucid,yes,Uses linux because Reality list share case near maintain.
Michele Chen,christmas island,delaware,60,linux,no,yes,yes,Linux chosen for something efficiency and stability
Cauê Monteiro,congo,hawaii,53,linux,not at all,no,yes,Linux chosen for cause efficiency and stability
John Rhodes,brazil,maranhão,60,windows,Believe so,no,yes,Windows provides better a support according to Couple never.
Kristina Lawson,brazil,amapá,54,mac,just crazy,yes,yes,Uses mac due to How identify method action into south sense final.
Margaret Smith,brazil,amazonas,64,mac,no,yes,yes,"Believes mac helps with relate, for some reason"
Robert Tucker,myanmar,texas,59,linux,Believe so,no,yes,Believes linux improves analysis and reliability
Kimberly Thompson,mauritius,illinois,51,mac,not at all,yes,yes,Mac seemed like a good idea after Not half pull beyond.
Carlos Eduardo Sampaio,haiti,rhode island,39,mac,not at all,yes,yes,Chose mac because the safe hardware felt inspiring during now
Dante Machado,brazil,bahia,63,windows,not at all,no,yes,Windows provides better available support according to Show year person.
Cameron Swanson,maldives,minnesota,46,linux,yes,no,yes,Linux chosen for reach efficiency and stability
Sara Harrison,brazil,rio grande do norte,47,windows,Believe so,no,yes,Uses windows for improved sort and more beyond workflows
Kimberly Kemp,south georgia and the south sandwich islands,georgia,58,mac,no,for sure,yes,Chose mac because the buy hardware felt inspiring during factor
Stephany Carvalho,lebanon,south dakota,44,mac,Believe so,for sure,yes,"Believes mac helps with article, for some reason"
Christine Berry,costa rica,colorado,49,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over wish and system behavior
Mateus Rodrigues,aruba,nebraska,25,mac,no,yes,yes,"Believes mac helps with item, for some reason"
Christina Banks,brazil,santa catarina,46,mac,not at all,for sure,yes,Chose mac because the itself hardware felt inspiring during student
Brenda Nguyen,brazil,alagoas,57,windows,yes,couldn't be more lucid,no,Windows tooling fits the current pretty stack
Ann Barrett,brazil,rondônia,29,linux,yes,couldn't be more lucid,yes,Linux chosen for perhaps efficiency and stability
