name,country,state,age,os,is_rich,is_insane,is_nice,reason
Isaac Callahan,tunisia,north dakota,46,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Carlos Eduardo Novais,brazil,amapá,48,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Sra. Ana Carolina Moreira,trinidad and tobago,iowa,62,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Ruben Alvarez,romania,arkansas,19,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Cody King,sao tome and principe,vermont,50,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Brett Jackson,brazil,distrito federal,29,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Katherine James,brazil,bahia,49,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Cameron Hopkins,mauritania,alabama,51,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Patricia Lee,brazil,paraíba,55,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Gregory Gordon,dominica,alaska,54,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Srta. Maria Vitória Caldeira,burkina faso,maine,66,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Lauren Mcdonald,faroe islands,alabama,50,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Katrina Martin,turkey,arkansas,57,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Melissa Brandt,brazil,acre,54,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Danilo da Rosa,solomon islands,new mexico,39,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Brooke Perry,cambodia,nebraska,42,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Ernest Maynard,palestinian territory,west virginia,59,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Paula Dean,finland,idaho,19,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Daniel Moore,norway,massachusetts,68,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Linda Cook,brazil,amapá,38,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Davi Miguel Macedo,liberia,ohio,51,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Yuri Pinto,brazil,rio de janeiro,19,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Paul Miranda,new caledonia,arizona,47,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Yvonne Garcia,brazil,ceará,50,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Ryan Peters,brazil,bahia,33,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Victoria White,brazil,goiás,36,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Julie Brown,nicaragua,california,60,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jeffrey Walton,italy,west virginia,47,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Shari Oliver,tonga,maryland,28,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Luara Barbosa,timor-leste,maine,45,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Joseph Martin,brazil,distrito federal,26,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Andrew Soto,zimbabwe,alabama,52,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sra. Ana Beatriz Moraes,brazil,goiás,60,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Eric Ramos,mongolia,vermont,54,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Anna Liz Nogueira,bahrain,louisiana,64,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Debra Brady,british indian ocean territory (chagos archipelago),georgia,60,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Matthew Wilkinson MD,dominica,georgia,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Melissa Macedo,denmark,colorado,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Samantha Miller,ireland,south dakota,51,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Valerie Nguyen,mali,missouri,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Zachary Jones,greece,maine,62,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Joe Jacobs,mayotte,oklahoma,50,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Arthur Miguel Barbosa,brazil,rio grande do norte,47,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Erika Esparza,qatar,arkansas,51,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Sarah Montenegro,brazil,rio grande do sul,46,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Daniel Foley,new zealand,louisiana,46,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Holly Klein,brazil,espírito santo,20,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Henry Gabriel da Cruz,syrian arab republic,virginia,39,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Bella Caldeira,japan,new jersey,45,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Mrs. Kimberly Martinez,estonia,new hampshire,26,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Kelly Anderson,kiribati,colorado,27,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Ryan Phillips,brazil,tocantins,57,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Sra. Ana Carolina Costela,cambodia,missouri,50,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Marissa Riley,brazil,minas gerais,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Raymond Hanna,brazil,piauí,26,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Jose Harris,brazil,ceará,20,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Benjamin Cervantes,falkland islands (malvinas),nebraska,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Liz da Mota,syrian arab republic,rhode island,67,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Cauê Alves,brazil,paraíba,41,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Margaret Brown,sudan,south dakota,27,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Amanda Machado,hong kong,new york,27,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Kevin Conner,brazil,amazonas,20,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Meghan Delacruz,turks and caicos islands,hawaii,40,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Sean Evans,brazil,ceará,21,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Ariel Guerrero,norfolk island,nebraska,40,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Donald Jones,brazil,paraíba,57,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Guilherme Pastor,brazil,rio grande do sul,22,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
David Phillips,united states minor outlying islands,colorado,39,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Hadassa Dias,lebanon,virginia,34,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Mary Burns,saint martin,new mexico,55,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Vitor Gabriel Pimenta,botswana,minnesota,62,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Dennis Francis,solomon islands,wyoming,42,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Jacob Rush,romania,maryland,27,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Jacob Miller,brazil,amazonas,28,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Arthur Miguel Cirino,french southern territories,ohio,65,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Ravi Lucca Vargas,brazil,paraná,62,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Otávio da Conceição,bouvet island (bouvetoya),west virginia,36,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
John Henry,poland,oregon,38,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Kelly Weaver,mexico,delaware,31,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Samantha Reyes,niue,new mexico,62,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Evelyn Nunes,brazil,maranhão,68,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Jodi Campbell,venezuela,delaware,45,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Alice Moura,chile,kansas,25,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Heloísa Leão,brazil,sergipe,61,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Manuella Pereira,haiti,rhode island,18,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Vinícius Guerra,brazil,paraíba,34,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Henry Peixoto,papua new guinea,connecticut,64,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Charlene Little,turkey,wisconsin,53,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Tracy Johnson,dominica,ohio,20,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Jason Coleman,lithuania,wisconsin,63,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Jennifer Tran,brazil,rio grande do sul,57,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Bianca Rios,korea,alaska,56,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Melina Cirino,belgium,ohio,65,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Felicia Johnson,united states of america,south carolina,30,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Thomas Jackson,burkina faso,new hampshire,24,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Sharon Roth,armenia,massachusetts,62,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Troy Miles,brazil,pernambuco,67,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
David Riddle,ireland,rhode island,67,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
João Costela,brazil,amazonas,57,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Liam Viana,germany,new mexico,48,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
George Gallegos,belize,new hampshire,31,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Mariana Duarte,estonia,massachusetts,36,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Hoffman,israel,new jersey,33,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Eric Hayes,brazil,paraíba,65,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Jason Baker,brazil,minas gerais,32,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Sra. Daniela Ribeiro,malawi,vermont,46,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Austin Powell,somalia,kansas,65,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Dr. Henrique Câmara,thailand,iowa,42,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Nina Fogaça,brazil,ceará,55,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Luiza Barros,brazil,bahia,57,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Isabela Leão,czech republic,rhode island,41,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Sr. Thomas Ribeiro,cape verde,kentucky,59,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Dra. Eduarda Costa,mayotte,louisiana,30,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Miguel Correia,brazil,alagoas,69,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sr. João Felipe Gomes,honduras,colorado,56,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Zachary Nash,puerto rico,south carolina,36,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Dr. Cauã da Cunha,brazil,minas gerais,62,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Maria Clara da Cunha,jordan,indiana,41,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Lindsay Martinez,tunisia,vermont,48,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Virginia Scott,niger,georgia,49,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Kendra Richards,japan,south dakota,40,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Igor Vargas,argentina,tennessee,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Timothy Smith,brazil,rio grande do sul,34,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Luiza Caldeira,brazil,pará,28,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Tammy Davidson,cook islands,new york,18,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
William Espinoza,mali,texas,43,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Brandy Brown,bosnia and herzegovina,georgia,29,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Joseph Ruiz,estonia,wyoming,52,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Stephen Miller,brazil,roraima,18,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Todd Burch,guernsey,georgia,38,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Rebeca Oliveira,cocos (keeling) islands,utah,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Lucca Cirino,taiwan,louisiana,26,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Sarah Phillips,brazil,mato grosso do sul,49,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Lívia Pinto,malawi,missouri,18,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Diane Collins,brazil,amapá,42,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Laura Rhodes,burkina faso,utah,65,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Joseph Sanders,brazil,acre,49,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
José Oliveira,jersey,florida,32,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Helena Araújo,sudan,new hampshire,46,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
James Hall,brazil,acre,46,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
James Smith,brazil,amapá,62,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Calebe Barros,czech republic,indiana,25,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Benicio Ramos,suriname,tennessee,64,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Pedro Miguel Castro,brazil,paraná,58,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Stephanie Kelly,congo,nebraska,23,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sra. Laura Andrade,el salvador,virginia,39,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Srta. Marina Souza,brazil,mato grosso,45,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Laura Machado,brazil,amazonas,32,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Thomas Williamson,belgium,south dakota,29,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Lori Chavez,brazil,ceará,26,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Benício Ramos,turkey,vermont,45,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Luiz Felipe Pinto,norway,florida,49,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Luiz Miguel da Mata,brazil,mato grosso,65,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Benjamin Watson,israel,indiana,47,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Robert Sandoval,lao people's democratic republic,wyoming,70,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Victoria Estes,yemen,hawaii,54,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Srta. Ester Ribeiro,france,ohio,49,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Diogo Novaes,saint martin,washington,66,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Joshua Waters,montserrat,south dakota,70,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Maria Eduarda Machado,saint barthelemy,new york,65,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Lara Duarte,cameroon,maine,43,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alexis Martinez,brazil,acre,43,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Anthony Marshall,saint pierre and miquelon,new hampshire,19,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Camila Nunes,kuwait,hawaii,61,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Luara Cavalcanti,dominican republic,louisiana,62,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
David Stevens,angola,maine,66,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Laura Ribeiro,benin,rhode island,18,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Katherine Russell,new caledonia,arkansas,58,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Wendy Stout,brazil,mato grosso do sul,21,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Autumn Bradley,palau,illinois,25,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Brenda Hernandez,ethiopia,north carolina,70,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Brian Ryan,brazil,rio de janeiro,25,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Shaun Conner,iraq,new york,49,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Penny Serrano,brazil,piauí,23,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Kaique Pinto,brazil,paraíba,37,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Darrell Jordan,brazil,santa catarina,44,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Danielle Nunez,guernsey,indiana,25,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Benicio Moraes,brazil,sergipe,53,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Caitlin Jenkins,romania,indiana,48,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Júlia Nunes,czech republic,idaho,21,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Philip Adams,brazil,amapá,55,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Kimberly Hudson,qatar,michigan,35,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Shannon Jefferson,cameroon,maine,21,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alicia Hudson,serbia,oregon,43,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Levi Araújo,antarctica (the territory south of 60 deg s),georgia,33,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Miguel Rios,serbia,south dakota,30,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Monica Garrison,congo,ohio,35,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Christopher Nichols,sao tome and principe,rhode island,56,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
João Santos,slovakia (slovak republic),colorado,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Shannon Collins,cambodia,massachusetts,44,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Teresa Robinson,holy see (vatican city state),california,25,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Jessica Reyes,united arab emirates,arkansas,19,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Liam Fonseca,brazil,paraná,19,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
James Bailey,paraguay,oklahoma,67,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Matthew Oliver,latvia,utah,31,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Alexandre Macedo,poland,virginia,45,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Tammie Leon,brazil,tocantins,29,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Frank Allison,niger,new hampshire,65,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Heather Thompson,seychelles,kentucky,23,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Sara Ward,brazil,distrito federal,18,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Julia Silva,bangladesh,ohio,63,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Thomas Jimenez,maldives,alaska,42,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Howard Wallace,iraq,illinois,38,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
William Stewart,martinique,new hampshire,46,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Marcelo Melo,chad,maine,35,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Gabriel Novais,british virgin islands,michigan,55,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Kevin Rodriguez,brazil,são paulo,25,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
John Riley,philippines,kentucky,42,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Renan Garcia,reunion,tennessee,24,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Abigail Flores,tunisia,new mexico,28,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Tammy Collins,brazil,rio grande do sul,61,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Enzo Ribeiro,holy see (vatican city state),delaware,35,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Angela Sanders,isle of man,west virginia,31,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Eloah Cirino,bahamas,delaware,40,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Stephanie Trujillo,brazil,pernambuco,28,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Ms. Shelly Long,tokelau,north carolina,38,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Tara Kent,turks and caicos islands,nebraska,20,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Mathias da Cunha,bahrain,wisconsin,22,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Alexis White,martinique,north dakota,46,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Brooke Morgan,brazil,rondônia,23,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Lori Salinas,guinea,alaska,34,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alexandra Hernandez,costa rica,california,36,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Anne Allen,french guiana,massachusetts,31,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Joshua Sparks,brazil,paraná,43,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Mark Stephenson,bolivia,kansas,46,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jennifer Dominguez,burkina faso,pennsylvania,41,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Zoe Camargo,brazil,piauí,21,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Dana Grant,liberia,arizona,58,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Rafaela Alves,serbia,maine,33,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
David Mccormick,dominican republic,west virginia,34,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Vicente Nascimento,brazil,amapá,70,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Vargas,brazil,maranhão,29,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Margaret Richardson,brazil,alagoas,60,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Catarina Castro,guyana,oregon,62,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
John Joseph,brazil,distrito federal,36,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Noah Andrade,brazil,espírito santo,35,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Carlos Sherman,brazil,sergipe,31,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Paul Wright,brazil,acre,45,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Richard Carr,brazil,pernambuco,20,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Amanda Floyd,australia,new york,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Daniela Rios,brazil,bahia,19,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Amber Aguirre,brazil,mato grosso,42,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Smith,serbia,oregon,20,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Anthony Williams Jr.,brazil,amazonas,67,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Aaron Davis,brazil,espírito santo,44,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Diana Fisher,myanmar,missouri,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Justin Mitchell,martinique,montana,68,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
James Blake,ghana,connecticut,67,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Michael Rivera,guadeloupe,washington,58,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Michael Yu,brazil,maranhão,20,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Amanda Barros,kyrgyz republic,south dakota,32,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Willie Rollins,cuba,maine,59,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Cynthia Johnson,saint helena,oregon,63,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Brandon Powell,brazil,piauí,50,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Ashley Carter,tonga,missouri,57,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Vinícius Viana,brazil,piauí,41,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Tracy Reyes,anguilla,indiana,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Maysa Freitas,bulgaria,new mexico,30,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Kristen Williams,brazil,tocantins,70,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Fernanda da Cunha,austria,minnesota,53,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Seth Black PhD,tajikistan,texas,18,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Manuel Wilson,nauru,south carolina,44,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Juan Campos,switzerland,maryland,51,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Maria Helena Albuquerque,nicaragua,nebraska,18,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Zoe Caldeira,brazil,rio grande do sul,20,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
David Mccormick,holy see (vatican city state),louisiana,36,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Amanda Thompson,netherlands,iowa,42,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Ann Welch,iceland,massachusetts,60,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
